# Cheese data from the HEB website; 1/23/24.
American Accent,Sandwich Cheese Slices; 16 ct,1.53
Babybel,Mini Plant-Based Cheese Alternative - White Cheddar; 6 ct,4.66
Babybel,Mini Plant-Based Cheese Alternative; 4.23 oz,4.66
Borden,American Cheese Singles; Fat Free; 16 ct,3.11
Borden,American Cheese Singles; Lactose Free; 12 ct,2.90
CABOT,Fiery Jack Shredded Cheese Blend; 8 oz,3.42
CABOT,Habanero Cheddar Cheese; 8 oz,3.42
CABOT,Light 50% Sharp Cheddar Shredded Cheese; 8 oz,3.42
CABOT,Mac & Cheese Cheddar Shredded Cheese Blend; 8 oz,3.42
CABOT,Muenster Sliced Cheese; 9 ct,3.42
CABOT,New York Extra Sharp Cheddar Sliced Cheese; 9 ct,3.42
CABOT,Pepper Jack Sliced Cheese; 9 ct,3.42
CABOT,Seriously Sharp Cheddar Shredded Cheese; 8 oz,3.42
CABOT,Two State Farmers' Cheddar Shredded Cheese Blend; 8 oz,3.42
CABOT,Vermont Extra Sharp Cheddar Cheese; 8 oz,3.42
CABOT,Vermont Seriously Sharp Cheddar Cheese; 8.00 oz,3.42
